ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment
20,Miami,Sony Ericsson Open,3/27/17,Masters 1000,Outdoor,Hard,3rd Round,3,Bautista Agut R.,Querrey S.,18,27,2190,1445,3,6,6,2,6,3,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/27/17,Masters 1000,Outdoor,Hard,3rd Round,3,Mannarino A.,Coric B.,65,62,771,780,6,4,2,6,7,6,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/27/17,Masters 1000,Outdoor,Hard,3rd Round,3,Federer R.,Del Potro J.M.,6,34,4305,1175,6,3,6,4,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/27/17,Masters 1000,Outdoor,Hard,3rd Round,3,Kyrgios N.,Karlovic I.,16,21,2425,1840,6,4,6,7,7,6,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/27/17,Masters 1000,Outdoor,Hard,3rd Round,3,Zverev A.,Isner J.,20,23,1850,1715,6,7,7,6,7,6,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/28/17,Masters 1000,Outdoor,Hard,3rd Round,3,Goffin D.,Schwartzman D.,12,42,2975,955,4,6,6,3,7,5,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/28/17,Masters 1000,Outdoor,Hard,3rd Round,3,Wawrinka S.,Jaziri M.,3,53,5705,873,6,3,6,4,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/28/17,Masters 1000,Outdoor,Hard,4th Round,3,Fognini F.,Young D.,40,51,1025,881,6,0,6,4,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/28/17,Masters 1000,Outdoor,Hard,4th Round,3,Nishikori K.,Delbonis F.,4,57,4730,840,6,3,4,6,6,3,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/28/17,Masters 1000,Outdoor,Hard,4th Round,3,Sock J.,Donaldson J.,17,95,2375,598,6,2,6,1,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/28/17,Masters 1000,Outdoor,Hard,4th Round,3,Berdych T.,Mannarino A.,14,65,2790,771,6,3,7,5,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/28/17,Masters 1000,Outdoor,Hard,4th Round,3,Nadal R.,Mahut N.,7,55,4145,855,6,4,7,6,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/28/17,Masters 1000,Outdoor,Hard,4th Round,3,Federer R.,Bautista Agut R.,6,18,4305,2190,7,6,7,6,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/28/17,Masters 1000,Outdoor,Hard,4th Round,3,Zverev A.,Wawrinka S.,20,3,1850,5705,4,6,6,2,6,1,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/29/17,Masters 1000,Outdoor,Hard,4th Round,3,Kyrgios N.,Goffin D.,16,12,2425,2975,7,6,6,3,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/29/17,Masters 1000,Outdoor,Hard,Quarterfinals,3,Fognini F.,Nishikori K.,40,4,1025,4730,6,4,6,2,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/30/17,Masters 1000,Outdoor,Hard,Quarterfinals,3,Nadal R.,Sock J.,7,17,4145,2375,6,2,6,3,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,3/30/17,Masters 1000,Outdoor,Hard,Quarterfinals,3,Federer R.,Berdych T.,6,14,4305,2790,6,2,3,6,7,6,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/31/17,Masters 1000,Outdoor,Hard,Quarterfinals,3,Kyrgios N.,Zverev A.,16,20,2425,1850,6,4,6,7,6,3,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,3/31/17,Masters 1000,Outdoor,Hard,Semifinals,3,Nadal R.,Fognini F.,7,40,4145,1025,6,1,7,5,,,,,,,2,0,Completed
20,Miami,Sony Ericsson Open,4/1/17,Masters 1000,Outdoor,Hard,Semifinals,3,Federer R.,Kyrgios N.,6,16,4305,2425,7,6,6,7,7,6,,,,,2,1,Completed
20,Miami,Sony Ericsson Open,1/2/17,Masters 1000,Outdoor,Hard,The Final,3,Federer R.,Nadal R.,6,7,4305,4145,6,3,6,4,,,,,,,2,0,Completed
21,Houston,U.S. Men's Clay Court Championships,4/10/17,ATP250,Outdoor,Clay,1st Round,3,Kicker N.,Rubin N.,100,181,570,305,5,3,,,,,,,,,0,0,Retired
21,Houston,U.S. Men's Clay Court Championships,4/11/17,ATP250,Outdoor,Clay,1st Round,3,Haas T.,Opelka R.,826,168,20,339,7,6,4,6,6,3,,,,,2,1,Completed
21,Houston,U.S. Men's Clay Court Championships,4/11/17,ATP250,Outdoor,Clay,1st Round,3,Brown D.,Monaco J.,75,124,685,455,7,6,6,3,,,,,,,2,0,Completed
21,Houston,U.S. Men's Clay Court Championships,4/12/17,ATP250,Outdoor,Clay,1st Round,3,Gonzalez M.,Donaldson J.,163,73,361,686,6,4,5,7,6,3,,,,,2,1,Completed
21,Houston,U.S. Men's Clay Court Championships,4/12/17,ATP250,Outdoor,Clay,1st Round,3,Zeballos H.,Dutra Silva R.,87,449,631,88,6,2,7,5,,,,,,,2,0,Completed
21,Houston,U.S. Men's Clay Court Championships,4/12/17,ATP250,Outdoor,Clay,1st Round,3,Verdasco F.,Anderson K.,31,67,1325,730,7,6,7,6,,,,,,,2,0,Completed
21,Houston,U.S. Men's Clay Court Championships,4/12/17,ATP250,Outdoor,Clay,1st Round,3,Monteiro T.,Young D.,81,42,657,956,6,3,6,4,,,,,,,2,0,Completed
21,Houston,U.S. Men's Clay Court Championships,4/12/17,ATP250,Outdoor,Clay,1st Round,3,Mayer L.,Pavlasek A.,144,98,409,571,5,7,6,2,6,1,,,,,2,1,Completed
21,Houston,U.S. Men's Clay Court Championships,4/12/17,ATP250,Outdoor,Clay,1st Round,3,Chung H.,Estrella Burgos V.,102,84,559,655,6,4,5,7,6,4,,,,,2,1,Completed
21,Houston,U.S. Men's Clay Court Championships,4/12/17,ATP250,Outdoor,Clay,1st Round,3,Bellucci T.,Tiafoe F.,65,89,736,617,7,5,1,6,6,2,,,,,2,1,Completed
21,Houston,U.S. Men's Clay Court Championships,4/12/17,ATP250,Outdoor,Clay,1st Round,3,Escobedo E.,Sandgren T.,91,157,597,377,6,3,6,3,,,,,,,2,0,Completed
21,Houston,U.S. Men's Clay Court Championships,4/13/17,ATP250,Outdoor,Clay,1st Round,3,Lopez F.,Fratangelo B.,40,116,1020,503,7,5,6,4,,,,,,,2,0,Completed
21,Houston,U.S. Men's Clay Court Championships,4/13/17,ATP250,Outdoor,Clay,2nd Round,3,Isner J.,Mayer L.,23,144,1660,409,6,7,7,6,6,3,,,,,2,1,Completed
21,Houston,U.S. Men's Clay Court Championships,4/13/17,ATP250,Outdoor,Clay,2nd Round,3,Verdasco F.,Kicker N.,31,100,1325,570,7,6,6,1,,,,,,,2,0,Completed
21,Houston,U.S. Men's Clay Court Championships,4/13/17,ATP250,Outdoor,Clay,2nd Round,3,Escobedo E.,Monteiro T.,91,81,597,657,4,6,6,4,6,4,,,,,2,1,Completed
21,Houston,U.S. Men's Clay Court Championships,4/13/17,ATP250,Outdoor,Clay,2nd Round,3,Johnson S.,Brown D.,29,75,1380,685,7,6,6,4,,,,,,,2,0,Completed
21,Houston,U.S. Men's Clay Court Championships,4/13/17,ATP250,Outdoor,Clay,2nd Round,3,Querrey S.,Zeballos H.,25,87,1455,631,6,4,6,4,,,,,,,2,0,Completed
21,Houston,U.S. Men's Clay Court Championships,4/13/17,ATP250,Outdoor,Clay,2nd Round,3,Bellucci T.,Gonzalez M.,65,163,736,361,2,6,7,6,6,2,,,,,2,1,Completed
21,Houston,U.S. Men's Clay Court Championships,4/14/17,ATP250,Outdoor,Clay,2nd Round,3,Sock J.,Haas T.,16,826,2405,20,6,4,3,6,6,3,,,,,2,1,Completed
21,Houston,U.S. Men's Clay Court Championships,4/14/17,ATP250,Outdoor,Clay,2nd Round,3,Lopez F.,Chung H.,40,102,1020,559,4,6,6,2,6,1,,,,,2,1,Completed
21,Houston,U.S. Men's Clay Court Championships,4/14/17,ATP250,Outdoor,Clay,Quarterfinals,3,Escobedo E.,Isner J.,91,23,597,1660,7,6,6,7,7,6,,,,,2,1,Completed
21,Houston,U.S. Men's Clay Court Championships,4/14/17,ATP250,Outdoor,Clay,Quarterfinals,3,Bellucci T.,Querrey S.,65,25,736,1455,6,4,3,6,6,3,,,,,2,1,Completed
21,Houston,U.S. Men's Clay Court Championships,4/14/17,ATP250,Outdoor,Clay,Quarterfinals,3,Johnson S.,Verdasco F.,29,31,1380,1325,6,2,6,4,,,,,,,2,0,Completed
21,Houston,U.S. Men's Clay Court Championships,4/15/17,ATP250,Outdoor,Clay,Quarterfinals,3,Sock J.,Lopez F.,16,40,2405,1020,7,6,1,6,6,4,,,,,2,1,Completed
21,Houston,U.S. Men's Clay Court Championships,4/15/17,ATP250,Outdoor,Clay,Semifinals,3,Bellucci T.,Escobedo E.,65,91,736,597,5,7,6,4,6,2,,,,,2,1,Completed
21,Houston,U.S. Men's Clay Court Championships,4/15/17,ATP250,Outdoor,Clay,Semifinals,3,Johnson S.,Sock J.,29,16,1380,2405,4,6,6,4,6,3,,,,,2,1,Completed
21,Houston,U.S. Men's Clay Court Championships,4/16/17,ATP250,Outdoor,Clay,The Final,3,Johnson S.,Bellucci T.,29,65,1380,736,6,4,4,6,7,6,,,,,2,1,Completed
22,Marrakech,Grand Prix Hassan II,4/10/17,ATP250,Outdoor,Clay,1st Round,3,Struff J.L.,Daniel T.,59,96,803,587,4,6,6,3,6,1,,,,,2,1,Completed
22,Marrakech,Grand Prix Hassan II,4/10/17,ATP250,Outdoor,Clay,1st Round,3,Djere L.,Klizan M.,184,60,295,800,7,6,6,3,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/10/17,ATP250,Outdoor,Clay,1st Round,3,Robredo T.,Stakhovsky S.,385,109,117,532,6,4,6,4,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/10/17,ATP250,Outdoor,Clay,1st Round,3,Albot R.,Almagro N.,83,55,655,825,7,6,6,3,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/11/17,ATP250,Outdoor,Clay,1st Round,3,Coric B.,Schwartzman D.,79,41,675,990,6,3,6,2,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/11/17,ATP250,Outdoor,Clay,1st Round,3,Ahouda A.,Granollers M.,946,45,13,942,6,4,6,4,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/11/17,ATP250,Outdoor,Clay,1st Round,3,El Amrani R.,Delbonis F.,667,82,38,655,7,6,1,0,,,,,,,1,0,Retired
22,Marrakech,Grand Prix Hassan II,4/11/17,ATP250,Outdoor,Clay,1st Round,3,Quinzi G.,Mathieu P.H.,304,115,163,511,7,6,6,3,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/12/17,ATP250,Outdoor,Clay,1st Round,3,Chardy J.,Jaziri M.,66,58,735,806,6,2,4,6,6,3,,,,,2,1,Completed
22,Marrakech,Grand Prix Hassan II,4/12/17,ATP250,Outdoor,Clay,1st Round,3,Lorenzi P.,Garcia-Lopez G.,37,94,1063,590,7,6,7,5,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/12/17,ATP250,Outdoor,Clay,1st Round,3,Vesely J.,Vanni L.,53,122,828,463,6,2,6,3,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/12/17,ATP250,Outdoor,Clay,1st Round,3,Paire B.,Berlocq C.,39,64,1040,739,6,7,6,3,6,2,,,,,2,1,Completed
22,Marrakech,Grand Prix Hassan II,4/12/17,ATP250,Outdoor,Clay,2nd Round,3,Coric B.,El Amrani R.,79,667,675,38,6,2,3,6,7,6,,,,,2,1,Completed
22,Marrakech,Grand Prix Hassan II,4/12/17,ATP250,Outdoor,Clay,2nd Round,3,Ramos-Vinolas A.,Djere L.,24,184,1625,295,6,7,6,1,6,4,,,,,2,1,Completed
22,Marrakech,Grand Prix Hassan II,4/13/17,ATP250,Outdoor,Clay,2nd Round,3,Paire B.,Albot R.,39,83,1040,655,6,2,6,2,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/13/17,ATP250,Outdoor,Clay,2nd Round,3,Vesely J.,Zverev M.,53,33,828,1249,6,4,6,4,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/13/17,ATP250,Outdoor,Clay,2nd Round,3,Robredo T.,Dimitrov G.,385,12,117,2880,6,4,1,6,6,1,,,,,2,1,Completed
22,Marrakech,Grand Prix Hassan II,4/13/17,ATP250,Outdoor,Clay,2nd Round,3,Lorenzi P.,Quinzi G.,37,304,1063,163,7,6,2,6,6,4,,,,,2,1,Completed
22,Marrakech,Grand Prix Hassan II,4/13/17,ATP250,Outdoor,Clay,2nd Round,3,Struff J.L.,Ahouda A.,59,946,803,13,6,3,6,4,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/13/17,ATP250,Outdoor,Clay,2nd Round,3,Kohlschreiber P.,Chardy J.,32,66,1270,735,6,0,2,6,6,3,,,,,2,1,Completed
22,Marrakech,Grand Prix Hassan II,4/14/17,ATP250,Outdoor,Clay,Quarterfinals,3,Coric B.,Ramos-Vinolas A.,79,24,675,1625,4,6,6,4,6,4,,,,,2,1,Completed
22,Marrakech,Grand Prix Hassan II,4/14/17,ATP250,Outdoor,Clay,Quarterfinals,3,Vesely J.,Lorenzi P.,53,37,828,1063,3,6,6,3,7,6,,,,,2,1,Completed
22,Marrakech,Grand Prix Hassan II,4/14/17,ATP250,Outdoor,Clay,Quarterfinals,3,Kohlschreiber P.,Struff J.L.,32,59,1270,803,3,6,7,5,6,3,,,,,2,1,Completed
22,Marrakech,Grand Prix Hassan II,4/14/17,ATP250,Outdoor,Clay,Quarterfinals,3,Paire B.,Robredo T.,39,385,1040,117,6,2,6,4,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/15/17,ATP250,Outdoor,Clay,Semifinals,3,Coric B.,Vesely J.,79,53,675,828,6,4,6,4,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/15/17,ATP250,Outdoor,Clay,Semifinals,3,Kohlschreiber P.,Paire B.,32,39,1270,1040,6,2,6,2,,,,,,,2,0,Completed
22,Marrakech,Grand Prix Hassan II,4/16/17,ATP250,Outdoor,Clay,The Final,3,Coric B.,Kohlschreiber P.,79,32,675,1270,5,7,7,6,7,5,,,,,2,1,Completed
23,Monte Carlo,Monte Carlo Masters,4/16/17,Masters 1000,Outdoor,Clay,1st Round,3,Goffin D.,Darcis S.,13,51,2705,899,6,2,6,1,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/16/17,Masters 1000,Outdoor,Clay,1st Round,3,Sousa J.,Mayer F.,36,48,1080,923,6,3,6,2,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/16/17,Masters 1000,Outdoor,Clay,1st Round,3,Simon G.,Jaziri M.,32,60,1255,806,6,2,6,2,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/17/17,Masters 1000,Outdoor,Clay,1st Round,3,Bautista Agut R.,Basilashvili N.,18,59,2145,809,1,6,6,3,7,5,,,,,2,1,Completed
23,Monte Carlo,Monte Carlo Masters,4/17/17,Masters 1000,Outdoor,Clay,1st Round,3,Schwartzman D.,Tomic B.,41,43,982,950,6,1,7,6,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/17/17,Masters 1000,Outdoor,Clay,1st Round,3,Cuevas P.,Troicki V.,27,38,1425,1055,6,3,6,0,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/17/17,Masters 1000,Outdoor,Clay,1st Round,3,Almagro N.,Klizan M.,57,61,815,800,4,6,6,3,6,1,,,,,2,1,Completed
23,Monte Carlo,Monte Carlo Masters,4/17/17,Masters 1000,Outdoor,Clay,1st Round,3,Zverev A.,Seppi A.,20,75,2005,685,6,1,6,2,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/17/17,Masters 1000,Outdoor,Clay,1st Round,3,Mannarino A.,Garcia-Lopez G.,56,100,816,562,1,6,6,3,6,4,,,,,2,1,Completed
23,Monte Carlo,Monte Carlo Masters,4/17/17,Masters 1000,Outdoor,Clay,1st Round,3,Edmund K.,Evans D.,45,44,933,944,7,5,6,1,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/17/17,Masters 1000,Outdoor,Clay,1st Round,3,Carreno Busta P.,Fognini F.,19,29,2025,1385,7,6,6,7,6,3,,,,,2,1,Completed
23,Monte Carlo,Monte Carlo Masters,4/17/17,Masters 1000,Outdoor,Clay,1st Round,3,Ramos-Vinolas A.,Olivo R.,24,93,1625,596,6,2,6,3,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/17/17,Masters 1000,Outdoor,Clay,1st Round,3,Berdych T.,Kuznetsov An.,12,78,2780,680,4,6,6,3,6,4,,,,,2,1,Completed
23,Monte Carlo,Monte Carlo Masters,4/18/17,Masters 1000,Outdoor,Clay,1st Round,3,Muller G.,Robredo T.,28,300,1425,162,6,2,6,2,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/18/17,Masters 1000,Outdoor,Clay,1st Round,3,Pouille L.,Harrison R.,17,50,2306,912,6,2,6,4,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/18/17,Masters 1000,Outdoor,Clay,1st Round,3,Struff J.L.,Ruud C.,58,127,813,448,6,4,6,4,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/18/17,Masters 1000,Outdoor,Clay,1st Round,3,Haase R.,Dzumhur D.,46,92,933,599,6,3,6,2,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/18/17,Masters 1000,Outdoor,Clay,1st Round,3,Lorenzi P.,Granollers M.,37,65,1063,746,6,2,6,4,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/18/17,Masters 1000,Outdoor,Clay,1st Round,3,Haas T.,Paire B.,655,40,40,1040,6,2,6,3,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/18/17,Masters 1000,Outdoor,Clay,1st Round,3,Vesely J.,Zverev M.,54,35,828,1159,7,6,6,3,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/18/17,Masters 1000,Outdoor,Clay,1st Round,3,Khachanov K.,Mahut N.,52,47,877,925,6,2,6,4,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/18/17,Masters 1000,Outdoor,Clay,1st Round,3,Berlocq C.,Herbert P.H.,66,90,739,601,3,6,6,2,6,1,,,,,2,1,Completed
23,Monte Carlo,Monte Carlo Masters,4/18/17,Masters 1000,Outdoor,Clay,1st Round,3,Chardy J.,Coric B.,71,49,710,915,7,6,3,6,6,3,,,,,2,1,Completed
23,Monte Carlo,Monte Carlo Masters,4/18/17,Masters 1000,Outdoor,Clay,1st Round,3,Lopez F.,Medvedev D.,39,62,1045,789,7,6,7,5,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/18/17,Masters 1000,Outdoor,Clay,2nd Round,3,Djokovic N.,Simon G.,2,32,7905,1255,6,3,3,6,7,5,,,,,2,1,Completed
23,Monte Carlo,Monte Carlo Masters,4/18/17,Masters 1000,Outdoor,Clay,2nd Round,3,Mannarino A.,Tsonga J.W.,56,10,816,2905,6,7,6,2,6,3,,,,,2,1,Completed
23,Monte Carlo,Monte Carlo Masters,4/18/17,Masters 1000,Outdoor,Clay,2nd Round,3,Cuevas P.,Sousa J.,27,36,1425,1080,6,3,6,3,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/18/17,Masters 1000,Outdoor,Clay,2nd Round,3,Goffin D.,Almagro N.,13,57,2705,815,7,5,6,1,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/19/17,Masters 1000,Outdoor,Clay,2nd Round,3,Berdych T.,Haas T.,12,655,2780,40,3,6,6,1,6,4,,,,,2,1,Completed
23,Monte Carlo,Monte Carlo Masters,4/19/17,Masters 1000,Outdoor,Clay,2nd Round,3,Carreno Busta P.,Khachanov K.,19,52,2025,877,6,4,6,4,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/19/17,Masters 1000,Outdoor,Clay,2nd Round,3,Thiem D.,Haase R.,9,46,3385,933,6,3,6,2,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/19/17,Masters 1000,Outdoor,Clay,2nd Round,3,Wawrinka S.,Vesely J.,3,54,5605,828,6,2,4,6,6,2,,,,,2,1,Completed
23,Monte Carlo,Monte Carlo Masters,4/19/17,Masters 1000,Outdoor,Clay,2nd Round,3,Zverev A.,Lopez F.,20,39,2005,1045,6,0,6,4,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/19/17,Masters 1000,Outdoor,Clay,2nd Round,3,Ramos-Vinolas A.,Berlocq C.,24,66,1625,739,6,2,6,2,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/19/17,Masters 1000,Outdoor,Clay,2nd Round,3,Murray A.,Muller G.,1,28,11600,1425,7,5,7,5,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/19/17,Masters 1000,Outdoor,Clay,2nd Round,3,Cilic M.,Chardy J.,8,71,3385,710,6,3,6,0,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/19/17,Masters 1000,Outdoor,Clay,2nd Round,3,Pouille L.,Lorenzi P.,17,37,2306,1063,6,2,6,4,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/19/17,Masters 1000,Outdoor,Clay,2nd Round,3,Nadal R.,Edmund K.,7,45,3735,933,6,0,5,7,6,3,,,,,2,1,Completed
23,Monte Carlo,Monte Carlo Masters,4/19/17,Masters 1000,Outdoor,Clay,2nd Round,3,Schwartzman D.,Bautista Agut R.,41,18,982,2145,6,3,7,6,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/19/17,Masters 1000,Outdoor,Clay,2nd Round,3,Struff J.L.,Dimitrov G.,58,11,813,2880,4,6,6,3,6,2,,,,,2,1,Completed
23,Monte Carlo,Monte Carlo Masters,4/20/17,Masters 1000,Outdoor,Clay,3rd Round,3,Cilic M.,Berdych T.,8,12,3385,2780,6,2,7,6,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/20/17,Masters 1000,Outdoor,Clay,3rd Round,3,Ramos-Vinolas A.,Murray A.,24,1,1625,11600,2,6,6,2,7,5,,,,,2,1,Completed
23,Monte Carlo,Monte Carlo Masters,4/20/17,Masters 1000,Outdoor,Clay,3rd Round,3,Pouille L.,Mannarino A.,17,56,2306,816,3,0,,,,,,,,,0,0,Retired
23,Monte Carlo,Monte Carlo Masters,4/20/17,Masters 1000,Outdoor,Clay,3rd Round,3,Cuevas P.,Wawrinka S.,27,3,1425,5605,6,4,6,4,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/20/17,Masters 1000,Outdoor,Clay,3rd Round,3,Goffin D.,Thiem D.,13,9,2705,3385,7,6,4,6,6,3,,,,,2,1,Completed
23,Monte Carlo,Monte Carlo Masters,4/20/17,Masters 1000,Outdoor,Clay,3rd Round,3,Nadal R.,Zverev A.,7,20,3735,2005,6,1,6,1,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/20/17,Masters 1000,Outdoor,Clay,3rd Round,3,Schwartzman D.,Struff J.L.,41,58,982,813,6,3,6,0,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/20/17,Masters 1000,Outdoor,Clay,3rd Round,3,Djokovic N.,Carreno Busta P.,2,19,7905,2025,6,2,4,6,6,4,,,,,2,1,Completed
23,Monte Carlo,Monte Carlo Masters,4/21/17,Masters 1000,Outdoor,Clay,Quarterfinals,3,Ramos-Vinolas A.,Cilic M.,24,8,1625,3385,6,2,6,7,6,2,,,,,2,1,Completed
23,Monte Carlo,Monte Carlo Masters,4/21/17,Masters 1000,Outdoor,Clay,Quarterfinals,3,Pouille L.,Cuevas P.,17,27,2306,1425,6,0,3,6,7,5,,,,,2,1,Completed
23,Monte Carlo,Monte Carlo Masters,4/21/17,Masters 1000,Outdoor,Clay,Quarterfinals,3,Goffin D.,Djokovic N.,13,2,2705,7905,6,2,3,6,7,5,,,,,2,1,Completed
23,Monte Carlo,Monte Carlo Masters,4/21/17,Masters 1000,Outdoor,Clay,Quarterfinals,3,Nadal R.,Schwartzman D.,7,41,3735,982,6,4,6,4,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/22/17,Masters 1000,Outdoor,Clay,Semifinals,3,Ramos-Vinolas A.,Pouille L.,24,17,1625,2306,6,3,5,7,6,1,,,,,2,1,Completed
23,Monte Carlo,Monte Carlo Masters,4/22/17,Masters 1000,Outdoor,Clay,Semifinals,3,Nadal R.,Goffin D.,7,13,3735,2705,6,3,6,1,,,,,,,2,0,Completed
23,Monte Carlo,Monte Carlo Masters,4/23/17,Masters 1000,Outdoor,Clay,The Final,3,Nadal R.,Ramos-Vinolas A.,7,24,3735,1625,6,1,6,3,,,,,,,2,0,Completed
24,Barcelona,Open Banco Sabadell ,4/24/17,ATP500,Outdoor,Clay,1st Round,3,Edmund K.,Chardy J.,42,70,958,710,6,3,6,4,,,,,,,2,0,Completed
24,Barcelona,Open Banco Sabadell ,4/24/17,ATP500,Outdoor,Clay,1st Round,3,Seppi A.,Ymer M.,74,409,685,102,6,4,6,3,,,,,,,2,0,Completed
24,Barcelona,Open Banco Sabadell ,4/24/17,ATP500,Outdoor,Clay,1st Round,3,Evans D.,Monteiro T.,43,80,954,644,6,7,6,2,7,6,,,,,2,1,Completed
24,Barcelona,Open Banco Sabadell ,4/24/17,ATP500,Outdoor,Clay,1st Round,3,Sugita Y.,Robredo T.,91,288,603,172,6,4,6,3,,,,,,,2,0,Completed
24,Barcelona,Open Banco Sabadell ,4/24/17,ATP500,Outdoor,Clay,1st Round,3,Montanes A.,Garcia-Lopez G.,312,115,155,507,6,4,6,4,,,,,,,2,0,Completed
24,Barcelona,Open Banco Sabadell ,4/24/17,ATP500,Outdoor,Clay,1st Round,3,Ruud C.,Albot R.,126,81,448,643,6,2,6,2,,,,,,,2,0,Completed
24,Barcelona,Open Banco Sabadell ,4/24/17,ATP500,Outdoor,Clay,1st Round,3,Granollers M.,Jaziri M.,65,67,736,726,7,6,6,3,,,,,,,2,0,Completed
24,Barcelona,Open Banco Sabadell ,4/24/17,ATP500,Outdoor,Clay,1st Round,3,Almagro N.,Diez S.,57,176,860,312,6,3,6,4,,,,,,,2,0,Completed
24,Barcelona,Open Banco Sabadell ,4/24/17,ATP500,Outdoor,Clay,1st Round,3,Anderson K.,Berlocq C.,66,62,730,792,2,6,7,6,6,3,,,,,2,1,Completed
24,Barcelona,Open Banco Sabadell ,4/25/17,ATP500,Outdoor,Clay,1st Round,3,Basilashvili N.,Daniel T.,61,114,811,509,6,3,6,1,,,,,,,2,0,Completed
24,Barcelona,Open Banco Sabadell ,4/25/17,ATP500,Outdoor,Clay,1st Round,3,Tomic B.,Brown D.,41,75,960,685,7,5,4,6,6,2,,,,,2,1,Completed
24,Barcelona,Open Banco Sabadell ,4/25/17,ATP500,Outdoor,Clay,1st Round,3,Struff J.L.,Herbert P.H.,52,86,908,627,7,5,6,3,,,,,,,2,0,Completed
